"","hit","speed","hprice","price","time","qualif","title","desc","first","last","max","min","meanspeed","varspeed","group","date","order"
"942","2RGQ2GMMEGOOBR7DUB9AE2TEJZ199R",0.416666666666667,0.06,0.01,600,"[ ""HIT approval rate (%) is greater than 90""]","Please transcribe the following words.","Please look at each written image and transcribe them in the provided text box. [2]",1,4,265,250,-0.555555555555556,31,219,"2013-12-17-23-30",22
"943","2RGQ2GMMEGOOBR7DUB9AE2TJIZ1990",NA,0.1671826625387,0.03,646,"[ ""HIT approval rate (%) is greater than 90"" , ""Location is US""]","Please transcribe the following words.","Please look at each written image and transcribe them in the provided text box. [1]",1,1,36,36,NA,NA,219,"2014-01-02-21-59",120
"944","2RGQ2GMMEGOOOIXFD09AE2TIOW099J",0,0.03,0.03,3600,"[ ""HIT approval rate (%) is greater than 96""]","Ayúdennos a validar autores y artículos","&lt;div class=&quot;row-fluid&quot;&gt;",12,53,1000,1000,0,0.05,12,"2013-11-22-15-27",2
"945","2RGQ2GMMEGOOOIXFD09AE2TIP3V99T",0.197530864197531,0.1,0.05,1800,"[ ""HIT approval rate (%) is greater than 96"" , ""Location is US""]","San Diego","Please answer the following questions to the best of your ability.",2,11,340,324,-0.197530864197531,28.4444444444444,238,"2013-12-05-20-42",1
"946","2RGQ2GMMEGOOOIXFD09AE2TIQ2U99R",0,0.14,0.07,1800,"[ ""HIT approval rate (%) is greater than 96""]","Simple visual research experiment","You will be asked to decide if a circle is near to the North (Top), East (Right), South(Bottom) or West(Left) of an image, relative to a black dot in the middle of the image.",5,16,228,228,0,0,251,"2013-12-15-22-08",3
"947","2RGQ2GMMEGOSIY8MPX9AL2SELYV996",NA,0.04,0.04,3600,"[ ""Categorization Masters has been granted""]","Categorization","Choose the correct category",1,1,1366,1366,NA,NA,15,"2013-12-09-15-56",87
"948","2RTSP6AUC26DB7ME92UV4FL0JPK92Q",1.47222222222222,0.163001293661061,0.07,1546,"[ ""HIT approval rate (%) is greater than 90""]","Please transcribe the following words.","Please look at each written image and transcribe them in the provided text box. [2]",29,33,405,352,-1.47222222222222,61.5833333333333,219,"2013-12-21-04-38",118
"949","2RTSP6AUC26DB7ME92UV4FL3LOK92W",0.145454545454545,0.171428571428571,0.03,630,"[ ""HIT approval rate (%) is greater than 90"" , ""Location is US""]","Please transcribe the following words.","Please look at each written image and transcribe them in the provided text box. [1]",4,10,76,68,-0.148148148148148,7.06666666666667,219,"2014-01-03-00-23",35
"950","2RTSP6AUC26DB7ME92UV4FL4DUT92B",NA,0.169411764705882,0.04,850,"[ ""HIT approval rate (%) is greater than 90"" , ""Location is US""]","Please transcribe the following words.","Please look at each written image and transcribe them in the provided text box. [1]",1,1,16,16,NA,NA,219,"2014-01-01-17-29",46
"951","2RTSP6AUC26DB7ME92UV4FL5CST928",NA,0.155023923444976,0.09,2090,"[ ""HIT approval rate (%) is greater than 90"" , ""Location is US""]","Please transcribe the following words.","Please look at each written image and transcribe them in the provided text box. [2]",1,1,41,41,NA,NA,219,"2014-01-01-20-47",85
"952","2RTSP6AUC26DB7ME92UV4FL5CUT295",0.0666666666666667,0.145395799676898,0.05,1238,"[ ""HIT approval rate (%) is greater than 90"" , ""Location is US""]","Please transcribe the following words.","Please look at each written image and transcribe them in the provided text box. [1]",2,7,44,41,-0.0666666666666667,0.8,219,"2014-01-02-23-11",36
"953","2RTSP6AUC26DDH3E7UUV7FK3LVM29S",5.33333333333333,0.05,0.1,7200,"[ """"]","Extract purchased items from Walmart shopping receipt","Transcribe UPCs and amounts from a grocery receipt",1,2,1341,1293,-5.33333333333333,NA,74,"2013-11-29-17-38",2
"954","2RTSP6AUC26DEQP1Q2UVAFK1LUS299",0,0.1,0.1,3600,"[ ""Categorization Masters has been granted""]","Categorize Mobile Apps Using T/F Questions","Read a mobile app description. Answer T/F questions whether the app belongs in categories.",1,5,200,200,0,0,18,"2013-12-10-01-32",2
"955","2RTSP6AUC26DKFI47WUVAFK2CSS29M",68.8577777777778,0.02,0.02,3600,"[ ""Categorization Masters has been granted""]","Categorization","Choose the correct category",3,28,16379,886,-68.8577777777778,9904.71,15,"2014-01-14-04-51",100
"956","2RTSP6AUC26DN2N9IJUV9FK2IRQ290",NA,0.09,0.09,3600,"[ ""Categorization Masters has been granted""]","Categorization","Choose the correct category",1,1,243,243,NA,NA,15,"2014-01-14-00-03",86
"957","2RTSP6AUC26DNZAK0LUVAFK2CWR922",0.0555555555555556,0.1,0.1,3600,"[ ""Masters has been granted""]","Find the e-mail addresses for these medical providers","Given the provider&#39;s name, organization, and location, find his or her e-mail address",1,7,149,146,-0.0555555555555556,4.3,123,"2014-01-28-17-44",1
"958","2RTSP6AUC26DP2ZQ5MUVBFK0GXP29C",0.00617283950617284,0.1,0.05,1800,"[ ""Categorization Masters has been granted""]","Tagging parts of a paragraph","Apply tags to identify the end of sentences",3,21,98,97,-0.00617283950617284,0.408496732026144,257,"2014-01-22-05-13",6
"959","2RTSP6AUC26DR9936BUV6FK7HPT295",0.047558093737692,0.08,0.08,3600,"[ ""HIT approval rate (%) is not less than 95"" , ""Location is US""]","Transcribe Available Caption Information","Accurately Transcribe Caption Information from 5 Images",63,1191,808,325,-0.0475768321513002,3.34710160660009,260,"2014-01-27-17-07",1
"960","2RTSP6AUC26DRTHI4RUVAFK2CPN29O",NA,0.4,0.4,3600,"[ """"]","Write a bar review entry!","Write a four sentence description of the indicated bar, choose a great photo and add links for the page",1,1,25,25,NA,NA,289,"2013-12-28-04-23",3
"961","2RTSP6AUC26DRTHI4RUVAFK2CPP29Q",0,0.6,0.6,3600,"[ ""Rated is greater than 95"" , ""Total approved HITs is not less than 100"" , ""HIT approval rate (%) is not less than 95""]","Write a travel guide entry!","Write a four sentence description of a place / event or activity, choose a great photo and add links for the page",5,77,27,27,0,0,291,"2013-12-27-02-53",2
"962","2RTSP6AUC26DUAP5MYUVBFK0GPT29A",0,0.1,0.1,3600,"[ ""Masters has been granted""]","Rate my Rate My Professor","We are interested in what variables are related to student ratings of their professors. We need your help in finding the course syllabus online for a set of professors, and answering a few questions.",22,414,198,198,0,0,226,"2013-12-30-23-10",1
"963","2RTSP6AUC26DVZFYCJUVBFK0FRO922",0,0.12,0.01,300,"[ ""Location is US""]","Finding Active Advertisers","This HIT involves checking whether popular advertisements have advertising, clicking on the advertisements if available, and saving the landing page for each advertisement.",2,9,260,260,0,0,165,"2013-12-03-00-34",2
"964","2RTSP6AUC26DXG52L2UV6FK7FWQ92W",0.0441710930947722,0.06,0.06,3600,"[ ""Total approved HITs is not less than 50"" , ""HIT approval rate (%) is not less than 85"" , ""Adult Content Qualification is 1""]","Quality estimation from Arabic to English","Rate quality of translations from Arabic to English",2877,5658,15795,14689,-0.04418874106037,43.1288292343472,224,"2013-12-05-15-36",1
"965","2RTSP6AUC26DZ303B1UV9FK2HTT29E",NA,0.02,0.02,3600,"[ ""Categorization Masters has been granted""]","Categorization","Choose the correct category",3,3,1294,1294,NA,NA,15,"2013-12-07-01-12",24
"966","2RTSP6AUC26G4OPFSKUVAFK2CWP92W",0,0.02,0.02,3600,"[ ""Masters has been granted""]","Find the Twitter Handle for London Bars and Restaurants","Given the restaurant/bar information, find their official twitter handle",18,343,100,100,0,0,149,"2014-01-27-15-55",2
"967","2RTSP6AUC26HP0PZK0UVAFK2CQS29J",0,0.35,0.35,3600,"[ ""Masters has been granted""]","Animal identification","Identify animals given a list of attributes",1,4,30,30,0,0,4,"2013-12-28-10-15",2
"968","2S2V2D5NQYN5A451RLWT2MOC3ZF59R",0.654320987654321,0.163001293661061,0.07,1546,"[ ""HIT approval rate (%) is greater than 90""]","Please transcribe the following words.","Please look at each written image and transcribe them in the provided text box. [1]",14,32,240,134,-0.654320987654321,44.5751633986928,219,"2013-12-21-04-38",31
"969","2S2V2D5NQYN5A451RLWT2MOCX7F955",NA,0.18,0.03,600,"[ ""HIT approval rate (%) is greater than 90""]","Please transcribe the following words.","Please look at each written image and transcribe them in the provided text box. [1]",2,2,81,81,NA,NA,219,"2014-01-10-22-22",70
"970","2S2V2D5NQYN5A451RLWT2MODW2E59R",0,0.152284263959391,0.05,1182,"[ ""HIT approval rate (%) is greater than 90""]","Please transcribe the following words.","Please look at each written image and transcribe them in the provided text box. [2]",1,3,16,16,0,0,219,"2014-01-01-17-11",129
"971","2S2V2D5NQYN5F5M7FRWT2MOCW2D59O",0.00331662167373698,0.09,0.06,2400,"[ ""Data Entry for International Vintage Postcards has been granted""]","Enter Information for a Foreign Postcard","Please view the image contained in this HIT and enter appropriate data",81,1520,193,150,-0.0033202069338275,0.533876967953135,63,"2013-12-29-02-36",2
"972","2S2V2D5NQYN5L81JWTWT7MNE13J599",0.195987654320988,0.05,0.05,3600,"[ ""Masters has been granted""]","Sign Up To Mailing Lists","Go to the URL below, find the mailing list and subscribe using our email.",11,155,3027,2773,-0.195987654320988,19.5802253302253,249,"2013-12-10-22-51",2
"973","2S2V2D5NQYN5M72W40WT9MNC0ZG597",0.0341880341880342,4.5,1.5,1200,"[ ""Masters has been granted""]","Find all insurance accepted at these nursing homes","Given the nursing information, find list of all insurance companies accepted there",1,11,35,31,-0.0444444444444444,0.711111111111111,81,"2013-12-30-20-46",2
"974","2S2V2D5NQYN5N7739DWT8MND53D59X",0.139442231075697,0.06,0.03,1800,"[ ""Total approved HITs is not less than 500"" , ""HIT approval rate (%) is not less than 95""]","Find Contact information for this Article&#39;s Author","Find email address for this article&#39;s author",12,223,512,232,-0.147446024223275,18.7258858045588,91,"2013-12-10-02-35",1
"975","2S2V2D5NQYN5NVV3AAWT2MOG40E95R",0.0152505446623094,6,1,600,"[ ""HIT approval rate (%) is greater than 96"" , ""Location is US""]","Help with Maryland survey study","###Overview",3,52,196,189,-0.0158730158730159,6.91666666666667,177,"2013-12-10-09-38",2
"976","2S2V2D5NQYN5YZFSWYWT9MNC02K596",NA,0.6,0.1,600,"[ ""Location is US""]","Transcribe business card images","Fill out common fields from business card images.",1,1,217,217,NA,NA,261,"2014-02-06-00-06",2
"977","2S2V2D5NQYN8UYZ5I7WT7MNE12D59G",0.379652605459057,0.257142857142857,0.03,420,"[ ""Masters has been granted""]","Winnow desirable images","The worker selects pictures in which an object made of glass is photographed in a desirable style.",10,189,957,345,-0.379888268156425,34.9189630280585,287,"2013-11-29-07-17",8
"978","2S2V2D5NQYN9JDTJR7WT8MND5ZF59V",0.0300182719916471,0.05,0.05,3600,"[ ""Masters has been granted"" , ""Total approved HITs is not less than 1000"" , ""HIT approval rate (%) is not less than 95""]","Find the description of a school on its webpage","Given a school URL, find the description of the school from its official website. Collect the description and the URL where the description was found.",49,900,1107,877,-0.03003003003003,1.77392686804452,121,"2013-11-27-03-12",1
"979","2S2V2D5NQYN9SSE1E7WT9MNC02G597",0.238383838383838,2,0.5,900,"[ ""Turks is 100""]","Find publicly available emails of city officials","Find the publicly available names and email addresses of city officials (City Manager, Mayor, IT, DPW)",5,60,141,23,-0.238383838383838,3.08956228956229,111,"2014-01-15-22-07",4
"980","2S2V2D5NQYNAJ778H3WT9MNC07C592",1.31539342385081,0.02,0.02,3600,"[ ""Location is not AL""]","Locate URL of company using Company Name and Logo - EASY MONEY!","Locate URL of company using Company Name and Logo. Cut and paste the full URL or just the domain. Capture the legal company name as shown on the site.",40,719,18247,10206,-1.31582392407135,175.840912151741,202,"2014-01-24-04-11",2
"981","2S2V2D5NQYNAML4CIPWT8MNEW2D591",1.34567901234568,0.00416666666666667,0.1,86400,"[ ""EliteUsers has been granted""]","Finding Informative Answers for Given Questions","&lt;h3&gt;Description&lt;/h3&gt; Your task is to find informative answers for given questions.&lt;br /&gt; For each HIT, you will see a set of questions and candidate informative answers to each question.&lt;br /&gt;&lt;br /&gt; please select answers that meet the asker&#39;s information needs. (Mark all that apply) &lt;br /&gt; Select &quot;The question is not information-seeking&quot;, if the question is not asking for any information.&lt;br /&gt; Mark &quot;None of the above&quot; if the question is information-seeking but there doesn&#39;t exist any good answer.&lt;br /&gt;&lt;br /&gt; &lt;h3&gt;Example #1&lt;/h3&gt; Question: A - Where is the best place for a brunch in London? #brunch #saturday #london #help!&lt;br/&gt; Answers: &lt;ul&gt; &lt;li&gt;B - @A I LOVE Kopapa on Monmouth Street, Covent Garden x (O)&lt;/li&gt; &lt;li&gt;C - @A Are you in London?? (X)&lt;/li&gt; &lt;li&gt;D - @A If you ever need a shout out or London help, follow us and we&#39;ll RT to our followers! (X)&lt;/li&gt; &lt;li&gt;The question is not information-seeking (X)&lt;/li&gt; &lt;li&gt;None of the above (X)&lt;/li&gt; &lt;/ul&gt; &lt;h3&gt;Example #2&lt;/h3&gt; Question: A - Follow me back? &lt;br /&gt; Answers: &lt;ul&gt; &lt;li&gt;B - @A Done! (X)&lt;/li&gt; &lt;li&gt;The question is not information-seeking (O)&lt;/li&gt; &lt;li&gt;None of the above (X)&lt;/li&gt; &lt;/ul&gt;",347,356,332,223,-1.34567901234568,22.1111111111111,166,"2014-01-15-09-39",1
"982","2SFXP3TVOK50MU8C74HEZZFYUW752B",0.213675213675214,0.175,0.35,7200,"[ ""Masters has been granted"" , ""HIT approval rate (%) is not less than 95""]","Find events sponsored by brands","Look for events that are sponsored by the brands mentioned.",1,14,99,74,-0.213675213675214,3.07692307692308,102,"2014-01-15-06-21",5
"983","2SFXP3TVOK50OFBTGSHEZZFYS0925A",0,1,1,3600,"[ ""Masters has been granted""]","Find the titles of movies based on incomplete information","We have incomplete information for a movie database and need you to complete the titles for the given information.",1,2,30,30,0,NA,148,"2014-01-03-12-06",3
"984","2SFXP3TVOK50OFBTGSHEZZFYU04257",NA,3,1.5,1800,"[ """"]","Find the titles of movies based on incomplete information","We have incomplete information for a movie database and need you to complete the titles for the given information.",1,1,46,46,NA,NA,148,"2014-01-20-14-57",1
"985","2SFXP3TVOK50SP8Z20HEZZFYTV7521",0.5,0.36,0.03,300,"[ ""Categorization Masters has been granted""]","Categorize Posts into Appropriate Categories","Categorize a post in any and all appropriate categories based on the description of each category.",1,5,181,163,-0.5,8.33333333333333,20,"2013-11-26-19-51",1
"986","2SFXP3TVOK5UAKK26CHESZF6ZW252J",0.555555555555556,0.170347003154574,0.03,634,"[ ""HIT approval rate (%) is greater than 90""]","Please transcribe the following words.","Please look at each written image and transcribe them in the provided text box. [1]",2,4,93,83,-0.555555555555556,0,219,"2014-01-10-21-19",4
"987","2SFXP3TVOK5UAKK26CHESZG0VW4253",NA,0.059016393442623,0.01,610,"[ ""HIT approval rate (%) is greater than 95""]","Please transcribe the following numbers.","Please look at each written image and transcribe them in the provided text box. [1]",2,2,24,24,NA,NA,218,"2013-12-31-19-25",2
"988","2SFXP3TVOK5UFJ8ARYHEVZF2QW9259",NA,3,0.15,180,"[ ""Masters has been granted""]","Check Website For Broadband Availability Data","Check the National Broadband Map website for availability data",1,1,53,53,NA,NA,25,"2013-12-31-18-49",2
"989","2SFXP3TVOK5UG53BG7HEYZF0QU252D",22.4545454545455,0.02,0.02,3600,"[ ""Categorization Masters has been granted""]","Categorization","Choose the correct category",4,48,9420,528,-22.4545454545455,3465.4334038055,15,"2014-01-08-21-00",120
"990","2SFXP3TVOK5UMDWF3GHEYZFZZV225B",0.0277777777777778,0.00208333333333333,0.05,86400,"[ """"]","Compare Prices","Compare the price on the screen with the price in the window provided",3,47,174,163,-0.0277777777777778,3.81976744186047,39,"2013-11-21-22-12",1
"991","2SFXP3TVOK5UNBA4P1HESZG2XW452Y",0.00353218210361068,0.015,0.01,2400,"[ ""HIT approval rate (%) is greater than 96""]","Review 5 Keywords for an Image","&lt;div class=&quot;row-fluid&quot;&gt;",679,962,8267,8258,-0.00353356890459364,81.7897651805629,236,"2013-11-30-05-20",3
